disk- -------------------reads------------------- -------------------writes------------------ ------IO------- -----timestamp-----
          total    merged     sectors          ms     total    merged     sectors          ms     cur     sec                 CST
nvme9n1    132692         0    16476880       81397  24310123         0   637890788    11906936       0   10492 2025-11-13 15:50:11
nvme8n1    129696         0    16069286      116606  24151367         0   637890788    14341961       0   12130 2025-11-13 15:50:11
nvme7n1    122253         0    15857792       85208  31659210         0   791188132    17771516       0   15476 2025-11-13 15:50:11
nvme6n1    118617         0    15716068       78535  30885059         0   791188132    31735154       0   21397 2025-11-13 15:50:11
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 15:50:16
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 15:50:16
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 15:50:16
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 15:50:16
nvme0n1       631         0       67492         796    254300         0    36902649      177134       0     119 2025-11-13 15:50:16
nvme1n1       682         0       76400         354    263953         0    36902649       83124       0      63 2025-11-13 15:50:16
nvme2n1      1432         0      266274         276    607463         0   106496269       56544       0      41 2025-11-13 15:50:16
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 15:50:16
nvme4n1    786980    195320   116463359      204930  13736403   5844746   342821716    12872546       0    4221 2025-11-13 15:50:16
nvme3n1      1437         0      273306         385    598066         0   106496269       68508       0      42 2025-11-13 15:50:16
nvme9n1    132692         0    16476880       81397  24310123         0   637890788    11906936       0   10492 2025-11-13 15:50:16
nvme8n1    129696         0    16069286      116606  24151367         0   637890788    14341961       0   12130 2025-11-13 15:50:16
nvme7n1    122253         0    15857792       85208  31659210         0   791188132    17771516       0   15476 2025-11-13 15:50:16
nvme6n1    118617         0    15716068       78535  30885059         0   791188132    31735154       0   21397 2025-11-13 15:50:16
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 15:50:21
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 15:50:21
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 15:50:21
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 15:50:21
nvme0n1       631         0       67492         796    254769         0    36984398      177241       0     119 2025-11-13 15:50:21
nvme1n1       682         0       76400         354    264417         0    36984398       83233       0      63 2025-11-13 15:50:21
nvme2n1      1432         0      266274         276    608184         0   106620600       56621       0      42 2025-11-13 15:50:21
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 15:50:21
nvme4n1    786980    195320   116463359      204930  13736405   5844747   342821740    12872556       0    4221 2025-11-13 15:50:21
nvme3n1      1437         0      273306         385    598820         0   106620600       68548       0      42 2025-11-13 15:50:21
nvme9n1    132692         0    16476880       81397  24310123         0   637890788    11906936       0   10492 2025-11-13 15:50:21
nvme8n1    129696         0    16069286      116606  24151367         0   637890788    14341961       0   12130 2025-11-13 15:50:21
nvme7n1    122253         0    15857792       85208  31659210         0   791188132    17771516       0   15476 2025-11-13 15:50:21
nvme6n1    118617         0    15716068       78535  30885059         0   791188132    31735154       0   21397 2025-11-13 15:50:21
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 15:50:26
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 15:50:26
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 15:50:26
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 15:50:26
nvme0n1       631         0       67492         796    254912         0    37000741      177452       0     119 2025-11-13 15:50:26
nvme1n1       682         0       76400         354    264564         0    37000741       83317       0      63 2025-11-13 15:50:26
nvme2n1      1432         0      266274         276    608479         0   106656329       56665       0      42 2025-11-13 15:50:26
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 15:50:26
nvme4n1    786980    195320   116463359      204930  13736436   5844748   342822252    12872634       0    4221 2025-11-13 15:50:26
nvme3n1      1437         0      273306         385    599072         0   106656329       68603       0      43 2025-11-13 15:50:26
nvme9n1    132692         0    16476880       81397  24310123         0   637890788    11906936       0   10492 2025-11-13 15:50:26
nvme8n1    129696         0    16069286      116606  24151367         0   637890788    14341961       0   12130 2025-11-13 15:50:26
nvme7n1    122253         0    15857792       85208  31659210         0   791188132    17771516       0   15476 2025-11-13 15:50:26
nvme6n1    118617         0    15716068       78535  30885059         0   791188132    31735154       0   21397 2025-11-13 15:50:26
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 15:50:31
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 15:50:31
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 15:50:31
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 15:50:31
nvme0n1       631         0       67492         796    255127         0    37030913      177647       0     119 2025-11-13 15:50:31
nvme1n1       682         0       76400         354    264783         0    37030913       83477       0      63 2025-11-13 15:50:31
